template_name,template_string,ar,bg,de,el,es,fr,hi,ru,sw,th,tr,ur,vi,zh
glue - mrpc - equivalent,"Are the following two sentences ""{e1}"" or ""{e2}""?
{e3}
{e4}
|||
{e5}","هي الجملتين التالية ""{e1}"" أو ""{e2}""؟
{e3}
{e4}
|||
{e5}","Са следните две изречения ""{E1}"" или ""{E2}""?
{E3}
{E4}
|||
{E5}","Sind die folgenden zwei Sätze ""{E1}"" oder ""{e2}""?
{E3}
{E4}
|||
{E5}","Είναι οι ακόλουθες δύο προτάσεις ""{E1}"" ή ""{E2}"";
{e3}
{e4}
|||
{e5}","¿Son las siguientes dos oraciones ""{E1}"" o ""{E2}""?
{E3}
{E4}
|||
{E5}","Sont les deux phrases suivantes ""{E1}"" ou ""{e2}""?
{e3}
{E4}
|||
{e5}","निम्नलिखित दो वाक्य ""{e1}"" या ""{e2}"" हैं?
{e3}
{e4}
|||
{e5}","Следующие два предложения «{E1}» или «{E2}»?
{e3}
{e4}
|||
{e5}","Je, ni sentensi mbili zifuatazo ""{e1}"" au ""{e2}""?
{e3}
{e4}
|||.
{e5}","เป็นสองประโยคต่อไปนี้ ""{e1}"" หรือ ""{e2}"" หรือไม่
{e3}
{e4}
|||
{e5}","Aşağıdaki iki cümle ""{e1}"" veya ""{e2}""?
{e3}
{e 4}
|||
{e5}","مندرجہ ذیل دو جملے ہیں ""{E1}"" یا ""{e2}""؟
{e3}
{e4}
||||
{e5}","Là hai câu sau ""{e1}"" hoặc ""{E2}""?
{e3}
{e 4}
||
{E5}","以下两个句子“{e1}”或“{e2}”？
{E3}
{E4}
||||
{E5}"
glue - mrpc - generate_paraphrase,"{e1}
Paraphrase the following sentence: {e2}
|||
{e3}
{e4}","{e1}
إعادة صياغة الجملة التالية: {E2}
|||
{e3}
{e4}","{E1}
Перифразира следното изречение: {E2}
|||
{E3}
{E4}","{E1}
Umschreiben Sie den folgenden Satz: {E2}
|||
{E3}
{E4}","{e1}
Παραφράστε την ακόλουθη πρόταση: {E2}
|||
{e3}
{e4}","{e1}
Parafrasear la siguiente oración: {E2}
|||
{E3}
{E4}","{e1}
Paraphraser la phrase suivante: {E2}
|||
{e3}
{E4}","{e1}
निम्नलिखित वाक्य को समझें: {e2}
|||
{e3}
{e4}","{E1}
Перефразировать следующее предложение: {E2}
|||
{e3}
{e4}","{e1}
Paraphrase sentensi ifuatayo: {e2}
|||.
{e3}
{e4}","{e1}
ถอดความประโยคต่อไปนี้: {e2}
|||
{e3}
{e4}","{e1}
Aşağıdaki cümleyi parafıza: {e2}
|||
{e3}
{e 4}","{E1}
مندرجہ ذیل سزا پر زور دیں: {E2}
||||
{e3}
{e4}","{e1}
Diễn biến Câu sau: {E2}
||
{e3}
{e 4}","{e1}
解释以下句子：{E2}
||||
{E3}
{E4}"
glue - mrpc - generate_sentence,"{e1}
Generate a sentence that means the same thing as this one: {e2}
|||
{e3}
{e4}","{e1}
توليد جملة تعني نفس الشيء مثل هذا واحد: {e2}
|||
{e3}
{e4}","{E1}
Генерирайте изречение, което означава същото като това: {E2}
|||
{E3}
{E4}","{E1}
Erzeugen Sie einen Satz, der dasselbe bedeutet wie dieses: {E2}
|||
{E3}
{E4}","{e1}
Δημιουργήστε μια πρόταση που σημαίνει το ίδιο πράγμα με αυτό: {E2}
|||
{e3}
{e4}","{e1}
Generar una oración que significa lo mismo que este: {E2}
|||
{E3}
{E4}","{e1}
Générer une phrase qui signifie la même chose que celle-ci: {e2}
|||
{e3}
{E4}","{e1}
एक वाक्य उत्पन्न करें जिसका अर्थ है एक ही बात यह है: {e2}
|||
{e3}
{e4}","{E1}
Генерировать предложение, которое означает то же самое, что и этот: {e2}
|||
{e3}
{e4}","{e1}
Kuzalisha hukumu ambayo inamaanisha kitu kimoja kama hii: {e2}
|||.
{e3}
{e4}","{e1}
สร้างประโยคที่หมายถึงสิ่งเดียวกันกับนี้: {e2}
|||
{e3}
{e4}","{e1}
Bununla aynı şeyi ifade eden bir cümle oluşturun: {e2}
|||
{e3}
{e 4}","{E1}
ایک ایسی سزا پیدا کریں جو اس کا مطلب یہ ہے کہ اس کے طور پر: {e2}
||||
{e3}
{e4}","{e1}
Tạo một câu có nghĩa là giống như cái này: {e2}
||
{e3}
{e 4}","{e1}
生成一个意味着与此相同的句子：{E2}
||||
{E3}
{E4}"
glue - mrpc - paraphrase,"Does the sentence
{e1}
paraphrase (that is, mean the same thing as) this sentence?
{e2}
|||
{e3}","هل الجملة
{e1}
إعادة صياغة (أي، يعني نفس الشيء كما) هذه الجملة؟
{e2}
|||
{e3}","Прави изречението
{E1}
перифраза (това означава, че същото нещо като) това изречение?
{E2}
|||
{E3}","Tut der Satz
{E1}
Paraphrase (das heißt, bedeutet das gleiche wie) diesen Satz?
{E2}
|||
{E3}","Η πρόταση
{e1}
Paraphrase (δηλαδή, σημαίνει το ίδιο πράγμα με) αυτή την πρόταση;
{e2}
|||
{e3}","Hace la oración
{e1}
Parafrasear (es decir, significa lo mismo que) esta oración?
{E2}
|||
{E3}","Est-ce que la phrase
{e1}
Paraphrase (c'est-à-dire que signifie la même chose que) cette phrase?
{e2}
|||
{e3}","वाक्य करता है
{e1}
पैराफ्रेश (यानी, समान बात का मतलब है) यह वाक्य?
{e2}
|||
{e3}","Делает предложение
{E1}
Перефразирование (то есть значит то же самое, что и) Это предложение?
{e2}
|||
{e3}","Je, hukumu hiyo
{e1}
paraphrase (yaani, maana ya kitu kimoja kama) hukumu hii?
{e2}
|||.
{e3}","ทำประโยค
{e1}
การถอดความ (นั่นคือหมายถึงสิ่งเดียวกันกับ) ประโยคนี้หรือไม่
{e2}
|||
{e3}","Cümle yapar
{e1}
Bu cümle (yani, aynı şey)?
{e2}
|||
{e3}","کیا سزا
{E1}
Paraphrase (یہ ہے، اس کا مطلب یہ ہے کہ) یہ جملہ؟
{e2}
||||
{e3}","Liệu câu
{e1}
ParaphRase (nghĩa là, có nghĩa giống như) câu này?
{e2}
||
{e3}","这句话是
{e1}
释义（即，意味着同样的东西）这句话？
{E2}
||||
{E3}"
glue - mrpc - replace,"Can I replace the sentence
{e1}
with the sentence
{e2}
and have it mean the same thing?
|||
{e3}","هل يمكنني استبدال الجملة
{e1}
مع الجملة
{e2}
ويعني ذلك الشيء نفسه؟
|||
{e3}","Мога ли да заместя изречението
{E1}
с изречението
{E2}
И това означава ли същото?
|||
{E3}","Kann ich den Satz ersetzen?
{E1}
mit dem Satz
{E2}
Und das heißt das Gleiche?
|||
{E3}","Μπορώ να αντικαταστήσω την πρόταση
{e1}
Με την πρόταση
{e2}
και το έχετε σημαίνει το ίδιο πράγμα;
|||
{e3}","Puedo reemplazar la oración
{e1}
con la oración
{E2}
¿Y lo ha significado lo mismo?
|||
{E3}","Puis-je remplacer la phrase
{e1}
avec la phrase
{e2}
et avoir cela signifie la même chose?
|||
{e3}","क्या मैं वाक्य को बदल सकता हूं
{e1}
वाक्य के साथ
{e2}
और इसका मतलब एक ही बात है?
|||
{e3}","Могу ли я заменить предложение
{E1}
с предложением
{e2}
И имел это то же самое?
|||
{e3}","Je, ninaweza kuchukua nafasi ya hukumu.
{e1}
na hukumu.
{e2}
na ina maana ya kitu kimoja?
|||.
{e3}","ฉันสามารถแทนที่ประโยคได้ไหม
{e1}
ด้วยประโยค
{e2}
และมีความหมายเหมือนกันหรือไม่?
|||
{e3}","Cümleyi değiştirebilir miyim
{e1}
cümle ile
{e2}
ve aynı şeyi mi demek istiyorsun?
|||
{e3}","کیا میں سزا کی جگہ لے سکتا ہوں
{E1}
سزا کے ساتھ
{e2}
اور کیا یہ ایک ہی چیز کا مطلب ہے؟
||||
{e3}","Tôi có thể thay thế câu không
{e1}
với câu
{e2}
và có nghĩa là điều tương tự?
||
{e3}","我可以替换句子吗？
{e1}
与句子
{E2}
这意味着同样的事情吗？
||||
{E3}"
glue - mrpc - same thing,"Do the following two sentences mean the same thing?
{e1}
{e2}
|||
{e3}","هل الجمل التالية تعني نفس الشيء؟
{e1}
{e2}
|||
{e3}","Дали следните две изречения означават едно и също нещо?
{E1}
{E2}
|||
{E3}","Bedeuten die folgenden zwei Sätze dasselbe?
{E1}
{E2}
|||
{E3}","Οι ακόλουθες δύο φράσεις σημαίνουν το ίδιο πράγμα;
{e1}
{e2}
|||
{e3}","¿Las siguientes dos oraciones significan lo mismo?
{e1}
{E2}
|||
{E3}","Est-ce que les deux phrases suivantes signifient la même chose?
{e1}
{e2}
|||
{e3}","निम्नलिखित दो वाक्यों का मतलब एक ही बात है?
{e1}
{e2}
|||
{e3}","Следуйте следующие два предложения означают одно и то же?
{E1}
{e2}
|||
{e3}","Je, sentensi mbili zifuatazo zinamaanisha kitu kimoja?
{e1}
{e2}
|||.
{e3}","สองประโยคต่อไปนี้มีความหมายเหมือนกันหรือไม่?
{e1}
{e2}
|||
{e3}","Aşağıdaki iki cümle aynı şey anlamına mı geliyor?
{e1}
{e2}
|||
{e3}","کیا مندرجہ ذیل دو جملوں کا مطلب یہ ہے کہ؟
{E1}
{e2}
||||
{e3}","Có hai câu sau có nghĩa giống nhau?
{e1}
{e2}
||
{e3}","以下两句话意味着同样的事情吗？
{e1}
{E2}
||||
{E3}"
glue - mrpc - want to know,"I want to know whether the following two sentences mean the same thing.
{e1}
{e2}
Do they?
|||
{e3}","أريد أن أعرف ما إذا كانت الجملتين التالية تعني نفس الشيء.
{e1}
{e2}
هل هم؟
|||
{e3}","Искам да знам дали следните две изречения означават едно и също нещо.
{E1}
{E2}
Ли са те?
|||
{E3}","Ich möchte wissen, ob die folgenden zwei Sätze dasselbe bedeuten.
{E1}
{E2}
Tun sie?
|||
{E3}","Θέλω να μάθω αν οι ακόλουθες δύο προτάσεις σημαίνουν το ίδιο πράγμα.
{e1}
{e2}
Μήπως?
|||
{e3}","Quiero saber si las siguientes dos oraciones significan lo mismo.
{e1}
{E2}
¿Ellos?
|||
{E3}","Je veux savoir si les deux phrases suivantes signifient la même chose.
{e1}
{e2}
Est-ce qu'ils?
|||
{e3}","मैं जानना चाहता हूं कि निम्नलिखित दो वाक्यों का अर्थ समान है।
{e1}
{e2}
क्या वे?
|||
{e3}","Я хочу знать, означают ли следующие два предложения то же самое.
{E1}
{e2}
Они?
|||
{e3}","Ninataka kujua kama sentensi mbili zifuatazo zinamaanisha kitu kimoja.
{e1}
{e2}
Je, wao?
|||.
{e3}","ฉันต้องการทราบว่าประโยคสองประโยคต่อไปนี้มีความหมายเหมือนกันหรือไม่
{e1}
{e2}
พวกเขา?
|||
{e3}","Aşağıdaki iki cümlenin aynı şeyi anlamadığını bilmek istiyorum.
{e1}
{e2}
Onlar mı?
|||
{e3}","میں جاننا چاہتا ہوں کہ مندرجہ ذیل دو جملے ایک ہی چیز کا مطلب ہے.
{E1}
{e2}
کیا وہ
||||
{e3}","Tôi muốn biết liệu hai câu sau có nghĩa giống nhau.
{e1}
{e2}
Họ có không
||
{e3}","我想知道以下两句话是否意味着同样的事情。
{e1}
{E2}
他们呢？
||||
{E3}"
glue - qqp - answer,"Can an answer to ""{e1}"" also be used to answer ""{e2}""? ||| {e3}","هل يمكن استخدام إجابة على ""{e1}"" للإجابة على ""{e2}""؟ ||| {e3}","Може да се отговори на ""{e1}"" също да се използва за отговор ""{E2}""? ||| {E3}","Kann auch eine Antwort auf ""{E1}"" verwendet werden, um auch ""{e2}"" zu antworten? ||| {E3}","Μπορεί μια απάντηση στο ""{e1}"" να χρησιμοποιηθεί επίσης για να απαντήσει ""{e2}""; ||| {e3}","¿Se puede usar una respuesta a ""{E1}"" para responder ""{E2}""? ||| {E3}","Une réponse à ""{E1}"" peut-elle également être utilisée pour répondre ""{E2}""? ||| {e3}","""{E1}"" का जवाब भी ""{e2}"" का जवाब देने के लिए किया जा सकता है? ||| {e3}",Может ли ответ на «{E1}» также использовать для ответа на «{E2}»? ||| {e3},"Je, jibu la ""{e1}"" pia litumiwi kujibu ""{e2}""? |||. {e3}","สามารถใช้คำตอบสำหรับ ""{e1}"" สามารถใช้เพื่อตอบ ""{e2}"" ได้หรือไม่? ||| {e3}","""{E1}"" cevabını da ""{e2}"" cevabını vermek için de kullanılabilir mi? ||| {e3}","""{E1}"" کا جواب بھی استعمال کیا جا سکتا ہے ""{E2}"" کا جواب دینے کے لئے بھی استعمال کیا جا سکتا ہے؟ |||| {e3}","Có thể một câu trả lời cho ""{E1}"" cũng được sử dụng để trả lời ""{E2}""? || {e3}",可以答案“{e1}”也可用于回答“{e2}”？ |||| {E3}
glue - qqp - duplicate,"I received the questions ""{e1}"" and ""{e2}"". Are they duplicates? ||| {e3}","تلقيت الأسئلة ""{e1}"" و ""{e2}"". هل هي تكرارات؟ ||| {e3}","Получих въпросите ""{E1}"" и ""{E2}"". Дублират ли те? ||| {E3}","Ich habe die Fragen ""{E1}"" und ""{E2}"" erhalten. Sind sie Duplikate? ||| {E3}","Έλαβα τις ερωτήσεις ""{e1}"" και ""{e2}"". Είναι αντίγραφα; ||| {e3}","Recibí las preguntas ""{E1}"" y ""{E2}"". ¿Se duplica? ||| {E3}","J'ai reçu les questions ""{E1}"" et ""{E2}"". Sont-ils duplicats? ||| {e3}","मुझे ""{e1}"" और ""{e2}"" प्रश्न प्राप्त हुए। क्या वे डुप्लिकेट हैं? ||| {e3}","Я получил вопросы ""{e1}"" и ""{e2}"". Они дублирует? ||| {e3}","Nilipokea maswali ""{e1}"" na ""{e2}"". Je, wao ni duplicates? |||. {e3}","ฉันได้รับคำถาม ""{e1}"" และ ""{e2}"" พวกเขาซ้ำกันหรือไม่ ||| {e3}","""{E1}"" ve ""{e2}"" sorularını aldım. Yineleniyorlar mı? ||| {e3}","مجھے ""{E1}"" اور ""{e2}"" سوالات مل گئے. کیا وہ نقل کرتے ہیں؟ |||| {e3}","Tôi đã nhận được các câu hỏi ""{E1}"" và ""{E2}"". Họ có trùng lặp không? || {e3}",我收到了“{e1}”和“{e2}”的问题。他们复制了吗？ |||| {E3}
glue - qqp - duplicate or not,"{e1}
{e2}
Pick one: These questions are ""{e3}"" or ""{e4}"".
|||
{e5}","{e1}
{e2}
اختيار واحد: هذه الأسئلة هي ""{e3}"" أو ""{e4}"".
|||
{e5}","{E1}
{E2}
Изберете един: Тези въпроси са ""{E3}"" или ""{E4}"".
|||
{E5}","{E1}
{E2}
Wählen Sie einen aus: Diese Fragen sind ""{E3}"" oder ""{E4}"".
|||
{E5}","{e1}
{e2}
Επιλέξτε ένα: Αυτές οι ερωτήσεις είναι ""{E3}"" ή ""{E4}"".
|||
{e5}","{e1}
{E2}
Elija uno: estas preguntas son ""{E3}"" o ""{E4}"".
|||
{E5}","{e1}
{e2}
Choisissez-en un: Ces questions sont «{E3}» ou «{E4}».
|||
{e5}","{e1}
{e2}
एक चुनें: ये प्रश्न ""{e3}"" या ""{e4}"" हैं।
|||
{e5}","{E1}
{e2}
Выберите один: эти вопросы являются «{E3}» или «{E4}».
|||
{e5}","{e1}
{e2}
Chagua moja: maswali haya ni ""{e3}"" au ""{e4}"".
|||.
{e5}","{e1}
{e2}
เลือกหนึ่ง: คำถามเหล่านี้คือ ""{e3}"" หรือ ""{e4}""
|||
{e5}","{e1}
{e2}
Birini seç: bu sorular ""{e3}"" veya ""{e4}"" dır.
|||
{e5}","{E1}
{e2}
ایک اٹھاو: یہ سوال ""{e3}"" یا ""{e4}"" ہیں.
||||
{e5}","{e1}
{e2}
Chọn một: Những câu hỏi này là ""{E3}"" hoặc ""{E4}"".
||
{E5}","{e1}
{E2}
选择一个：这些问题是“{e3}”或“{e4}”。
||||
{E5}"
glue - qqp - meaning,"Question 1: {e1}
Question 2: {e2}

Do these two questions convey the same meaning? Yes or no? ||| {e3}","السؤال 1: {E1}
السؤال 2: {E2}

هل ينقل هاتين السؤالان نفس المعنى؟ نعم أو لا؟ ||| {e3}","Въпрос 1: {E1}
Въпрос 2: {E2}

Дали тези два въпроса предават същото значение? Да или не? ||| {E3}","Frage 1: {E1}
Frage 2: {E2}

Haben diese beiden Fragen dieselbe Bedeutung? Ja oder nein? ||| {E3}","Ερώτηση 1: {E1}
Ερώτηση 2: {e2}

Οι δύο αυτές ερωτήσεις μεταφέρουν την ίδια έννοια; Ναι ή όχι? ||| {e3}","Pregunta 1: {E1}
Pregunta 2: {E2}

¿Estas dos preguntas transmiten el mismo significado? ¿Sí o no? ||| {E3}","Question 1: {E1}
Question 2: {E2}

Ces deux questions transmettent-elles la même signification? Oui ou non? ||| {e3}","प्रश्न 1: {e1}
प्रश्न 2: {e2}

क्या ये दोनों प्रश्न एक ही अर्थ को व्यक्त करते हैं? हां या नहीं? ||| {e3}","Вопрос 1: {E1}
Вопрос 2: {E2}

Эти два вопроса передают то же значение? Да или нет? ||| {e3}","Swali la 1: {e1}
Swali la 2: {e2}

Je! Maswali haya mawili yanaonyesha maana sawa? Ndio au hapana? |||. {e3}","คำถามที่ 1: {e1}
คำถามที่ 2: {e2}

คำถามสองข้อนี้ถ่ายทอดความหมายเดียวกันหรือไม่? ใช่หรือไม่? ||| {e3}","Soru 1: {e1}
Soru 2: {e2}

Bu iki soru aynı anlamı iletiyor mu? Evet veya Hayır? ||| {e3}","سوال 1: {E1}
سوال 2: {e2}

کیا یہ دو سوالات اسی معنی کو پہنچاتے ہیں؟ ہاں یا نہیں؟ |||| {e3}","Câu 1: {E1}
Câu 2: {E2}

Hai câu hỏi này có truyền đạt cùng một ý nghĩa không? Có hay không? || {e3}","问题1：{E1}
问题2：{E2}

这两个问题是否传达了相同的含义？是还是不是？ |||| {E3}"
glue - qqp - quora,"I'm an administrator on the website Quora. There are two posts, one that asks ""{e1}"" and another that asks ""{e2}"". I can merge questions if they are asking the same thing. Can I merge these two questions? ||| {e3}","أنا مسؤول على Quora الموقع. هناك مشاركتان، واحد يسأل ""{e1}"" وآخر يسأل ""{e2}"". يمكنني دمج الأسئلة إذا كانوا يسألون نفس الشيء. هل يمكنني دمج هاتين السؤالين؟ ||| {e3}","Аз съм администратор на уебсайта Quora. Има два публикации, които питат ""{E1}"" и друг, който пита ""{E2}"". Мога да обединявам въпроси, ако те питат едно и също нещо. Мога ли да обединя тези два въпроса? ||| {E3}","Ich bin ein Administrator auf der Website Quora. Es gibt zwei Beiträge, die ""{E1}"" fragt, und ein anderes, das ""{E2}"" fragt. Ich kann Fragen zusammenführen, wenn sie dasselbe fragen. Kann ich diese beiden Fragen zusammenführen? ||| {E3}","Είμαι διαχειριστής στην ιστοσελίδα Quora. Υπάρχουν δύο θέσεις, το ένα που ρωτάει ""{E1}"" και ένα άλλο που ρωτάει ""{E2}"". Μπορώ να συγχωνεύσω ερωτήσεις αν ζητά το ίδιο πράγμα. Μπορώ να συγχωνεύσω αυτές τις δύο ερωτήσεις; ||| {e3}","Soy un administrador en el sitio web quora. Hay dos publicaciones, una que pide ""{E1}"" y otra que pregunta ""{E2}"". Puedo fusionar preguntas si están preguntando lo mismo. ¿Puedo fusionar estas dos preguntas? ||| {E3}","Je suis administrateur sur le site Quora. Il y a deux messages, un qui demande ""{e1}"" et une autre qui demande ""{e2}"". Je peux fusionner des questions si elles demandent la même chose. Puis-je fusionner ces deux questions? ||| {e3}","मैं वेबसाइट quora पर एक प्रशासक हूँ। दो पद हैं, जो ""{e1}"" पूछता है और दूसरा जो ""{e2}"" पूछता है। यदि वे एक ही बात पूछ रहे हैं तो मैं प्रश्नों को मर्ज कर सकता हूं। क्या मैं इन दो सवालों को विलय कर सकता हूं? ||| {e3}","Я администратор на сайте квора. Есть два поста, которые спрашивают «{E1}», а другое, которое спрашивает «{E2}». Я могу объединить вопросы, если они спрашивают то же самое. Могу ли я объединить эти два вопроса? ||| {e3}","Mimi ni msimamizi kwenye tovuti ya Quora. Kuna machapisho mawili, ambayo yanauliza ""{e1}"" na mwingine anayeuliza ""{e2}"". Ninaweza kuunganisha maswali ikiwa wanauliza kitu kimoja. Je, ninaweza kuunganisha maswali haya mawili? |||. {e3}","ฉันเป็นผู้ดูแลระบบในเว็บไซต์ Quora มีสองโพสต์ที่ถามว่า ""{e1}"" และอื่น ๆ ที่ถามว่า ""{e2}"" ฉันสามารถรวมคำถามได้หากพวกเขาถามสิ่งเดียวกัน ฉันสามารถรวมคำถามสองข้อนี้ได้หรือไม่? ||| {e3}","Web sitesinde bir yöneticiyim. ""{E1}"" diğerine ""{e2}"" soran iki yazı var. Aynı şeyi soruyorlarsa soruları birleştirebilirim. Bu iki soruyu birleştirebilir miyim? ||| {e3}","میں ویب سائٹ کی ویب سائٹ پر منتظم ہوں. دو مراسلہ ہیں، جو ""{E1}"" اور ایک دوسرے سے پوچھتا ہے کہ ""{E2}"" سے پوچھتا ہے. اگر وہ اسی چیز سے پوچھ رہے ہیں تو میں سوالات ضم کر سکتے ہیں. کیا میں ان دو سوالات کو ضم کر سکتا ہوں؟ |||| {e3}","Tôi là quản trị viên trên trang web Quora. Có hai bài viết, một bài viết yêu cầu ""{E1}"" và một bài đăng khác yêu cầu ""{E2}"". Tôi có thể hợp nhất các câu hỏi nếu họ đang hỏi điều tương tự. Tôi có thể hợp nhất hai câu hỏi này không? || {e3}",我是网站Quora的管理员。有两篇文章，一个询问“{e1}”和另一个询问“{e2}”。如果他们问同样的事情，我可以合并问题。我可以合并这两个问题吗？ |||| {E3}
glue - qqp - same thing,"Are the questions ""{e1}"" and ""{e2}"" asking the same thing? ||| {e3}","هي الأسئلة ""{e1}"" و ""{e2}"" تسأل نفس الشيء؟ ||| {e3}","Са въпросите ""{E1}"" и ""{E2}"" Питат същото? ||| {E3}","Sind die Fragen ""{E1}"" und ""{E2}"", fragen Sie dasselbe? ||| {E3}","Είναι οι ερωτήσεις ""{e1}"" και ""{e2}"" ζητώντας το ίδιο πράγμα; ||| {e3}","¿Las preguntas ""{E1}"" y ""{E2}"" hacen lo mismo? ||| {E3}","Les questions ""{E1}"" et ""{E2}"" sont-elles posant la même chose? ||| {e3}","क्या प्रश्न ""{e1}"" और ""{e2}"" एक ही बात पूछ रहे हैं? ||| {e3}","Являются вопросами ""{e1}"" и ""{e2}"" спрашивают то же самое? ||| {e3}","Je! Maswali ""{e1}"" na ""{e2}"" kuuliza kitu kimoja? |||. {e3}","เป็นคำถาม ""{e1}"" และ ""{e2}"" ถามสิ่งเดียวกันหรือไม่ ||| {e3}","""{E1}"" ve ""{e2}"" soruları aynı şeyi soruyor mu? ||| {e3}","کیا سوالات ہیں ""{E1}"" اور ""{e2}"" ایک ہی چیز سے پوچھتے ہیں؟ |||| {e3}","Là những câu hỏi ""{e1}"" và ""{E2}"" hỏi điều tương tự? || {e3}",问题是“{e1}”和“{e2}”提出同样的事情？ |||| {E3}
paws - labeled_final - Concatenation,"Sentence 1: {e1}
Sentence 2: {e2}
Question: Does Sentence 1 paraphrase Sentence 2? Yes or No? 
||| 
{e3}","الجملة 1: {e1}
الجملة 2: {e2}
سؤال: هل الجملة 1 إعادة صياغة الجملة 2؟ نعم أو لا؟
|||
{e3}","Изречение 1: {E1}
Изречение 2: {E2}
Въпрос: Дали изречението 1 парафразира изречение 2? Да или не?
|||
{E3}","Satz 1: {E1}
Satz 2: {E2}
Frage: Ist Satz 1 Paraphrase Satz 2? Ja oder nein?
|||
{E3}","Πρόταση 1: {e1}
Πρόταση 2: {e2}
Ερώτηση: Η πρόταση 1 πρόταση παραφράζης 2; Ναι ή όχι?
|||
{e3}","Sentencia 1: {E1}
Sentencia 2: {E2}
Pregunta: ¿Sentencia 1 parafrase la frase 2? ¿Sí o no?
|||
{E3}","Phrase 1: {e1}
Phrase 2: {E2}
Question: La phrase 1 paraphrase phrase 2? Oui ou non?
|||
{e3}","वाक्य 1: {e1}
वाक्य 2: {e2}
प्रश्न: क्या वाक्य 1 paraphrase वाक्य 2 है? है कि नहीं?
|||
{e3}","Предложение 1: {e1}
Предложение 2: {e2}
Вопрос: Pree 1 перефразирует предложение 2? Да или нет?
|||
{e3}","Sentence 1: {e1}
Sentence 2: {e2}
Swali: Je, hukumu ya 1 ya paraphrase 2? Ndio au hapana?
|||.
{e3}","ประโยคที่ 1: {e1}
ประโยคที่ 2: {e2}
คำถาม: ประโยค 1 ประโยคถอดความ 2 หรือไม่ ใช่หรือไม่?
|||
{e3}","Cümle 1: {e1}
Cümle 2: {e2}
Soru: Cümle 1 PARACHRASE cümle 2 mi? Evet veya Hayır?
|||
{e3}","سزا 1: {E1}
سزا 2: {e2}
سوال: کیا سزا 1 paraphrase سزا 2؟ ہاں یا نہیں؟
||||
{e3}","Câu 1: {E1}
Câu 2: {E2}
Câu hỏi: Câu 1 có câu nào trong câu 2 không? Có hay không?
||
{e3}","句子1：{e1}
句子2：{E2}
问题：句子1句子2句子2吗？是还是不是？
||||
{E3}"
